,EDAD
87605,59
87606,35
87607,55
87608,37
87609,47
87610,28
87611,47
87612,68
87613,35
87614,51
87615,61
87616,46
87617,50
87618,56
87619,59
87620,62
87621,58
87622,63
87623,34
87624,35
87625,46
87626,60
87627,48
87628,39
87629,40
87630,11
87631,28
87632,21
87633,36
87634,50
87635,74
87636,61
87637,50
87638,42
87639,66
87640,56
87641,31
87642,91
87643,23
87644,38
87645,42
87646,63
87647,22
87648,36
87649,40
87650,41
87651,42
87652,18
87653,56
87654,65
87655,86
87656,48
87657,40
87658,55
87659,60
87660,81
87661,57
87662,48
87663,55
87664,37
87665,54
87666,67
87667,40
87668,37
87669,52
87670,34
87671,40
87672,34
87673,83
87674,62
87675,24
87676,42
87677,43
87678,89
87679,66
87680,52
87681,28
87682,13
87683,49
87684,40
87685,33
87686,37
87687,44
87688,69
87689,52
87690,32
87691,32
87692,29
87693,51
87694,36
87695,61
87696,32
87697,24
87698,52
87699,25
87700,55
87701,66
87702,66
87703,39
87704,86
87705,34
87706,46
87707,72
87708,37
87709,55
87710,46
87711,58
87712,41
87713,28
87714,27
87715,53
87716,70
87717,29
87718,29
87719,45
87720,66
87721,36
87722,44
87723,26
87724,48
87725,64
87726,23
87727,28
87728,39
87729,48
87730,40
87731,66
87732,55
87733,48
87734,51
87735,45
87736,56
87737,28
87738,56
87739,36
87740,61
87741,53
87742,44
87743,87
87744,49
87745,32
87746,69
87747,40
87748,52
87749,35
87750,31
87751,72
87752,70
87753,74
87754,31
87755,50
87756,80
87757,51
87758,53
87759,66
87760,23
87761,60
87762,65
87763,23
87764,59
87765,32
87766,62
87767,41
87768,40
87769,23
87770,42
87771,48
87772,60
87773,80
87774,53
87775,34
87776,46
87777,78
87778,24
87779,50
87780,46
87781,27
87782,40
87783,41
87784,44
87785,31
87786,82
87787,81
87788,53
87789,65
87790,68
87791,48
87792,19
87793,60
87794,43
87795,69
87796,45
87797,24
87798,37
87799,67
87800,91
87801,32
87802,77
87803,44
87804,66
87805,50
87806,34
87807,27
87808,76
87809,39
87810,57
87811,61
87812,26
87813,51
87814,3
87815,49
87816,50
87817,74
87818,48
87819,51
87820,27
87821,40
87822,53
87823,55
87824,32
87825,43
87826,38
87827,46
87828,26
87829,57
87830,48
87831,20
87832,52
87833,45
87834,79
87835,42
87836,52
87837,34
87838,34
87839,48
87840,35
87841,66
87842,57
87843,45
87844,44
87845,30
87846,27
87847,34
87848,79
87849,49
87850,39
87851,33
87852,37
87853,40
87854,29
87855,37
87856,61
87857,42
87858,39
87859,50
87860,31
87861,48
87862,25
87863,32
87864,27
87865,43
87866,54
87867,27
87868,23
87869,37
87870,49
87871,42
87872,48
87873,58
87874,47
87875,51
87876,28
87877,40
87878,40
87879,21
87880,55
87881,64
87882,23
87883,63
87884,7
87885,36
87886,21
87887,29
87888,37
87889,38
87890,22
87891,31
87892,32
87893,32
87894,30
87895,41
87896,58
87897,28
87898,30
87899,85
87900,29
87901,31
87902,23
87903,33
87904,62
87905,52
87906,45
87907,32
87908,73
87909,49
87910,63
87911,16
87912,78
87913,35
87914,96
87915,68
87916,32
87917,46
87918,27
87919,46
87920,28
87921,53
87922,32
87923,32
87924,31
87925,8
87926,32
87927,51
87928,39
87929,49
87930,36
87931,35
87932,44
87933,49
87934,65
87935,50
87936,63
87937,64
87938,39
87939,31
87940,25
87941,40
87942,51
87943,48
87944,42
87945,34
87946,57
87947,37
87948,39
87949,46
87950,78
87951,31
87952,41
87953,58
87954,52
87955,59
87956,69
87957,72
87958,53
87959,41
87960,45
87961,39
87962,51
87963,75
87964,51
87965,60
87966,42
87967,61
87968,48
87969,36
87970,62
87971,31
87972,50
87973,23
87974,54
87975,44
87976,46
87977,49
87978,46
87979,36
87980,50
87981,66
87982,32
87983,66
87984,20
87985,56
87986,30
87987,33
87988,82
87989,68
87990,84
87991,42
87992,9
87993,9
87994,55
87995,36
87996,64
87997,66
87998,59
87999,61
88000,37
88001,40
88002,49
88003,29
88004,28
88005,74
88006,86
88007,60
88008,34
88009,29
88010,31
88011,23
88012,25
88013,36
88014,37
88015,56
88016,62
88017,48
88018,32
88019,58
88020,45
88021,42
88022,24
88023,42
88024,30
88025,51
88026,48
88027,29
88028,58
88029,59
88030,25
88031,46
88032,56
88033,46
88034,36
88035,57
88036,45
88037,28
88038,35
88039,38
88040,28
88041,52
88042,34
88043,53
88044,45
88045,36
88046,49
88047,44
88048,66
88049,23
88050,23
88051,24
88052,38
88053,49
88054,41
88055,62
88056,25
88057,39
88058,67
88059,29
88060,28
88061,44
88062,44
88063,69
88064,34
88065,54
88066,33
88067,55
88068,31
88069,35
88070,62
88071,60
88072,42
88073,66
88074,47
88075,39
88076,49
88077,46
88078,41
88079,48
88080,49
88081,52
88082,28
88083,53
88084,42
88085,68
88086,66
88087,65
88088,52
88089,43
88090,88
88091,45
88092,24
88093,42
88094,52
88095,78
88096,38
88097,78
88098,51
88099,52
88100,68
88101,51
88102,34
88103,30
88104,35
88105,77
88106,69
88107,48
88108,62
88109,36
88110,67
88111,28
88112,40
88113,65
88114,56
88115,35
88116,48
88117,39
88118,48
88119,38
88120,61
88121,50
88122,56
88123,50
88124,70
88125,60
88126,32
88127,52
88128,51
88129,43
88130,54
88131,1
88132,32
88133,41
88134,29
88135,37
88136,26
88137,35
88138,45
88139,64
88140,32
88141,67
88142,65
88143,58
88144,28
88145,40
88146,50
88147,28
88148,43
88149,61
88150,41
88151,45
88152,51
88153,52
88154,37
88155,44
88156,44
88157,39
88158,69
88159,30
88160,44
88161,47
88162,45
88163,38
88164,55
88165,35
88166,40
88167,23
88168,34
88169,44
88170,36
88171,41
88172,60
88173,47
88174,30
88175,39
88176,52
88177,72
88178,71
88179,58
88180,71
88181,24
88182,37
88183,60
88184,43
88185,62
88186,43
88187,51
88188,56
88189,30
88190,54
88191,28
88192,54
88193,53
88194,64
88195,57
88196,52
88197,38
88198,54
88199,28
88200,46
88201,56
88202,31
88203,71
88204,46
88205,44
88206,41
88207,51
88208,54
88209,53
88210,0
88211,51
88212,57
88213,25
88214,45
88215,57
88216,35
88217,46
88218,41
88219,55
88220,66
88221,34
88222,56
88223,33
88224,87
88225,26
88226,28
88227,38
88228,47
88229,43
88230,66
88231,30
88232,21
88233,66
88234,40
88235,62
88236,70
88237,59
88238,63
88239,37
88240,51
88241,31
88242,29
88243,46
88244,61
88245,37
88246,30
88247,46
88248,36
88249,35
88250,46
88251,44
88252,48
88253,36
88254,13
88255,24
88256,46
88257,70
88258,32
88259,28
88260,58
88261,39
88262,39
88263,39
88264,61
88265,40
88266,32
88267,60
88268,57
88269,35
88270,75
88271,68
88272,31
88273,49
88274,53
88275,55
88276,89
88277,43
88278,82
88279,48
88280,37
88281,28
88282,55
88283,31
88284,67
88285,36
88286,70
88287,30
88288,60
88289,56
88290,62
88291,56
88292,72
88293,45
88294,41
88295,62
88296,46
88297,34
88298,26
88299,28
88300,39
88301,52
88302,49
88303,47
88304,48
88305,40
88306,26
88307,41
88308,42
88309,30
88310,8
88311,57
88312,61
88313,57
88314,44
88315,32
88316,30
88317,43
88318,62
88319,57
88320,25
88321,64
88322,29
88323,28
88324,74
88325,43
88326,50
88327,33
88328,39
88329,22
88330,65
88331,55
88332,65
88333,12
88334,49
88335,53
88336,46
88337,52
88338,35
88339,31
88340,39
88341,27
88342,46
88343,45
88344,36
88345,67
88346,40
88347,72
88348,72
88349,50
88350,63
88351,37
88352,36
88353,41
88354,50
88355,59
88356,42
88357,36
88358,58
88359,72
88360,53
88361,25
88362,25
88363,41
88364,36
88365,69
88366,25
88367,53
88368,47
88369,31
88370,49
88371,76
88372,71
88373,39
88374,49
88375,38
88376,33
88377,96
88378,71
88379,32
88380,52
88381,58
88382,77
88383,31
88384,70
88385,26
88386,13
88387,42
88388,49
88389,72
88390,68
88391,29
88392,31
88393,52
88394,83
88395,46
88396,45
88397,49
88398,24
88399,62
88400,44
88401,27
88402,39
88403,81
88404,58
88405,55
88406,43
88407,30
88408,22
88409,55
88410,38
88411,72
88412,27
88413,43
88414,49
88415,45
88416,28
88417,18
88418,36
88419,79
88420,38
88421,29
88422,26
88423,53
88424,10
88425,80
88426,60
88427,36
88428,59
88429,38
88430,38
88431,71
88432,50
88433,57
88434,40
88435,28
88436,68
88437,30
88438,34
88439,47
88440,35
88441,70
88442,48
88443,60
88444,81
88445,29
88446,56
88447,30
88448,42
88449,51
88450,60
88451,52
88452,58
88453,31
88454,46
88455,23
88456,45
88457,23
88458,43
88459,57
88460,27
88461,34
88462,28
88463,55
88464,19
88465,85
88466,54
88467,61
88468,79
88469,33
88470,29
88471,1
88472,57
88473,51
88474,12
88475,48
88476,44
88477,46
88478,72
88479,40
88480,45
88481,57
88482,58
88483,30
88484,27
88485,67
88486,50
88487,72
88488,64
88489,50
88490,55
88491,62
88492,54
88493,73
88494,59
88495,76
88496,42
88497,61
88498,39
88499,28
88500,40
88501,51
88502,72
88503,39
88504,32
88505,39
88506,65
88507,60
88508,39
88509,43
88510,32
88511,56
88512,53
88513,41
88514,50
88515,54
88516,38
88517,45
88518,50
88519,32
88520,77
88521,66
88522,29
88523,69
88524,30
88525,38
88526,42
88527,45
88528,49
88529,64
88530,52
88531,25
88532,33
88533,54
88534,24
88535,36
88536,56
88537,54
88538,56
88539,67
88540,38
88541,39
88542,67
88543,66
88544,61
88545,35
88546,70
88547,68
88548,38
88549,46
88550,44
88551,56
88552,55
88553,43
88554,73
88555,35
88556,20
88557,50
88558,54
88559,63
88560,62
88561,76
88562,45
88563,46
88564,77
88565,49
88566,60
88567,28
88568,37
88569,25
88570,55
88571,25
88572,40
88573,52
88574,58
88575,37
88576,64
88577,29
88578,74
88579,34
88580,60
88581,27
88582,62
88583,53
88584,40
88585,43
88586,40
88587,49
88588,55
88589,29
88590,46
88591,58
88592,40
88593,23
88594,58
88595,46
88596,58
88597,22
88598,27
88599,37
88600,56
88601,49
88602,55
88603,29
88604,66
88605,51
88606,62
88607,50
88608,32
88609,66
88610,52
88611,40
88612,45
88613,73
88614,37
88615,24
88616,64
88617,26
88618,41
88619,63
88620,45
88621,39
88622,42
88623,49
88624,66
88625,31
88626,73
88627,93
88628,27
88629,60
88630,41
88631,27
88632,46
88633,53
88634,71
88635,27
88636,68
88637,54
88638,39
88639,75
88640,63
88641,61
88642,46
88643,45
88644,42
88645,93
88646,30
88647,46
88648,49
88649,25
88650,44
88651,40
88652,40
88653,41
88654,40
88655,27
88656,37
88657,56
88658,43
88659,33
88660,43
88661,44
88662,91
88663,43
88664,84
88665,61
88666,33
88667,64
88668,49
88669,41
88670,82
88671,50
88672,77
88673,70
88674,53
88675,28
88676,30
88677,71
88678,45
88679,45
88680,31
88681,26
88682,28
88683,46
88684,57
88685,49
88686,60
88687,43
88688,91
88689,12
88690,39
88691,38
88692,21
88693,34
88694,51
88695,25
88696,50
88697,48
88698,38
88699,47
88700,68
88701,66
88702,70
88703,35
88704,46
88705,40
88706,27
88707,47
88708,27
88709,43
88710,36
88711,48
88712,54
88713,66
88714,56
88715,26
88716,65
88717,63
88718,39
88719,61
88720,5
88721,26
88722,42
88723,59
88724,50
88725,47
88726,48
88727,69
88728,45
88729,48
88730,48
88731,74
88732,21
88733,65
88734,30
88735,74
88736,75
88737,26
88738,33
88739,61
88740,32
88741,29
88742,62
88743,31
88744,35
88745,38
88746,32
88747,46
88748,30
88749,31
88750,27
88751,36
88752,56
88753,49
88754,54
88755,21
88756,54
88757,54
88758,61
88759,54
88760,51
88761,67
88762,40
88763,34
88764,67
88765,33
88766,80
88767,58
88768,45
88769,62
88770,41
88771,35
88772,52
88773,7
88774,48
88775,34
88776,58
88777,70
88778,29
88779,42
88780,67
88781,59
88782,38
88783,32
88784,28
88785,52
88786,62
88787,30
88788,64
88789,56
88790,41
88791,45
88792,16
88793,36
88794,45
88795,12
88796,28
88797,54
88798,38
88799,55
88800,40
88801,41
88802,75
88803,32
88804,71
88805,44
88806,44
88807,42
88808,46
88809,64
88810,33
88811,53
88812,7
88813,47
88814,68
88815,73
88816,65
88817,63
88818,26
88819,41
88820,52
88821,32
88822,52
88823,49
88824,65
88825,36
88826,48
88827,69
88828,80
88829,48
88830,54
88831,29
88832,64
88833,26
88834,51
88835,33
88836,74
88837,80
88838,45
88839,61
88840,66
88841,75
88842,57
88843,43
88844,36
88845,48
88846,41
88847,41
88848,41
88849,28
88850,75
88851,72
88852,48
88853,43
88854,24
88855,31
88856,45
88857,45
88858,66
88859,84
88860,43
88861,54
88862,42
88863,40
88864,49
88865,57
88866,39
88867,28
88868,35
88869,28
88870,45
88871,92
88872,30
88873,40
88874,31
88875,32
88876,46
88877,50
88878,61
88879,70
88880,37
88881,37
88882,45
88883,53
88884,37
88885,63
88886,43
88887,29
88888,94
88889,60
88890,20
88891,34
88892,59
88893,76
88894,54
88895,34
88896,67
88897,45
88898,56
88899,11
88900,30
88901,27
88902,44
88903,24
88904,87
88905,60
88906,38
88907,41
88908,32
88909,50
88910,73
88911,49
88912,76
88913,23
88914,45
88915,34
88916,45
88917,42
88918,55
88919,42
88920,65
88921,25
88922,40
88923,40
88924,37
88925,61
88926,46
88927,37
88928,35
88929,44
88930,43
88931,66
88932,59
88933,38
88934,31
88935,56
88936,34
88937,61
88938,76
88939,43
88940,48
88941,49
88942,44
88943,52
88944,60
88945,47
88946,47
88947,26
88948,59
88949,54
88950,54
88951,35
88952,26
88953,36
88954,63
88955,26
88956,44
88957,42
88958,34
88959,32
88960,84
88961,41
88962,80
88963,24
88964,75
88965,40
88966,42
88967,62
88968,80
88969,60
88970,74
88971,52
88972,47
88973,38
88974,22
88975,31
88976,48
88977,53
88978,58
88979,68
88980,30
88981,18
88982,26
88983,36
88984,46
88985,52
88986,44
88987,28
88988,38
88989,65
88990,46
88991,31
88992,54
88993,36
88994,64
88995,28
88996,41
88997,56
88998,66
88999,28
89000,49
89001,48
89002,45
89003,21
89004,29
89005,16
89006,47
89007,44
89008,50
89009,50
89010,38
89011,56
89012,46
89013,27
89014,47
89015,39
89016,33
89017,39
89018,60
89019,46
89020,48
89021,39
89022,19
89023,38
89024,40
89025,51
89026,41
89027,53
89028,69
89029,40
89030,70
89031,57
89032,55
89033,43
89034,26
89035,51
89036,29
89037,53
89038,30
89039,39
89040,50
89041,77
89042,44
89043,73
89044,15
89045,61
89046,46
89047,42
89048,27
89049,33
89050,40
89051,70
89052,52
89053,31
89054,37
89055,65
89056,30
89057,38
89058,38
89059,45
89060,50
89061,73
89062,60
89063,34
89064,25
89065,78
89066,31
89067,41
89068,35
89069,59
89070,68
89071,66
89072,48
89073,74
89074,29
89075,48
89076,28
89077,28
89078,39
89079,55
89080,42
89081,50
89082,35
89083,44
89084,40
89085,39
89086,20
89087,30
89088,54
89089,37
89090,46
89091,47
89092,67
89093,52
89094,4
89095,27
89096,29
89097,32
89098,34
89099,77
89100,27
89101,39
89102,76
89103,29
89104,49
89105,29
89106,30
89107,69
89108,78
89109,42
89110,66
89111,62
89112,65
89113,39
89114,43
89115,43
89116,68
89117,41
89118,49
89119,24
89120,75
89121,69
89122,70
89123,35
89124,27
89125,31
89126,54
89127,40
89128,81
89129,29
89130,26
89131,60
89132,57
89133,33
89134,53
89135,57
89136,64
89137,43
89138,38
89139,32
89140,57
89141,45
89142,45
89143,59
89144,54
89145,62
89146,20
89147,36
89148,37
89149,27
89150,46
89151,47
89152,64
89153,78
89154,34
89155,65
89156,23
89157,47
89158,65
89159,38
89160,41
89161,66
89162,77
89163,30
89164,39
89165,42
89166,52
89167,33
89168,45
89169,41
89170,0
89171,29
89172,61
89173,36
89174,8
89175,51
89176,48
89177,61
89178,32
89179,41
89180,70
89181,31
89182,71
89183,66
89184,51
89185,29
89186,53
89187,44
89188,49
89189,37
89190,37
89191,3
89192,73
89193,28
89194,54
89195,47
89196,65
89197,75
89198,40
89199,69
89200,38
89201,57
89202,57
89203,50
89204,33
89205,63
89206,67
89207,40
89208,44
89209,71
89210,52
89211,32
89212,76
89213,84
89214,34
89215,47
89216,49
89217,39
89218,77
89219,43
89220,65
89221,33
89222,13
89223,45
89224,23
89225,61
89226,52
89227,62
89228,44
89229,53
89230,65
89231,42
89232,29
89233,48
89234,56
89235,38
89236,80
89237,67
89238,28
89239,49
89240,69
89241,47
89242,71
89243,32
89244,29
89245,40
89246,80
89247,91
89248,29
89249,26
89250,37
89251,51
89252,47
89253,44
89254,48
89255,47
89256,42
89257,61
89258,30
89259,21
89260,15
89261,81
89262,30
89263,23
89264,48
89265,70
89266,45
89267,62
89268,32
89269,48
89270,21
89271,30
89272,62
89273,83
89274,46
89275,34
89276,49
89277,56
89278,51
89279,39
89280,37
89281,55
89282,85
89283,61
89284,29
89285,76
89286,37
89287,71
89288,33
89289,41
89290,36
89291,44
89292,50
89293,45
89294,53
89295,32
89296,38
89297,73
89298,39
89299,58
89300,19
89301,35
89302,31
89303,38
89304,66
89305,46
89306,40
89307,59
89308,29
89309,44
89310,18
89311,34
89312,63
89313,63
89314,30
89315,66
89316,42
89317,46
89318,59
89319,40
89320,67
89321,52
89322,34
89323,96
89324,41
89325,75
89326,34
89327,36
89328,61
89329,76
89330,74
89331,6
89332,62
89333,54
89334,40
89335,64
89336,27
89337,45
89338,37
89339,48
89340,41
89341,49
89342,43
89343,53
89344,31
89345,58
89346,31
89347,31
89348,41
89349,40
89350,31
89351,49
89352,12
89353,56
89354,57
89355,50
89356,62
89357,33
89358,43
89359,43
89360,34
89361,43
89362,45
89363,33
89364,50
89365,50
89366,50
89367,48
89368,39
89369,31
89370,28
89371,56
89372,44
89373,69
89374,60
89375,38
89376,51
89377,50
89378,36
89379,30
89380,48
89381,46
89382,47
89383,52
89384,54
89385,54
89386,64
89387,47
89388,64
89389,25
89390,27
89391,19
89392,48
89393,91
89394,32
89395,49
89396,58
89397,88
89398,20
89399,50
89400,55
89401,46
89402,86
89403,46
89404,52
89405,31
89406,38
89407,50
89408,38
89409,38
89410,53
89411,68
89412,61
89413,46
89414,38
89415,28
89416,61
89417,53
89418,20
89419,45
89420,61
89421,38
89422,35
89423,41
89424,45
89425,48
89426,31
89427,49
89428,74
89429,39
89430,36
89431,4
89432,43
89433,56
89434,37
89435,31
89436,58
89437,61
89438,48
89439,44
89440,49
89441,71
89442,52
89443,38
89444,45
89445,64
89446,83
89447,30
89448,40
89449,44
89450,34
89451,48
89452,64
89453,13
89454,60
89455,38
89456,31
89457,39
89458,67
89459,46
89460,46
89461,24
89462,63
89463,49
89464,46
89465,58
89466,38
89467,34
89468,71
89469,30
89470,21
89471,38
89472,58
89473,75
89474,60
89475,59
89476,72
89477,22
89478,47
89479,40
89480,34
89481,33
89482,32
89483,41
89484,45
89485,39
89486,51
89487,45
89488,18
89489,5
89490,77
89491,36
89492,63
89493,69
89494,57
89495,28
89496,27
89497,67
89498,73
89499,32
89500,46
89501,46
89502,48
89503,51
89504,64
89505,43
89506,54
89507,39
89508,53
89509,46
89510,41
89511,16
89512,27
89513,53
89514,31
89515,48
89516,58
89517,59
89518,33
89519,35
89520,34
89521,36
89522,49
89523,49
89524,44
89525,72
89526,52
89527,36
89528,26
89529,65
89530,59
89531,79
89532,45
89533,55
89534,34
89535,25
89536,43
89537,52
89538,27
89539,57
89540,40
89541,59
89542,24
89543,36
89544,53
89545,31
89546,53
89547,55
89548,42
89549,59
89550,34
89551,77
89552,65
89553,27
89554,28
89555,52
89556,72
89557,29
89558,37
89559,62
89560,32
89561,52
89562,78
89563,43
89564,47
89565,30
89566,52
89567,88
89568,47
89569,44
89570,70
89571,58
89572,29
89573,68
89574,92
89575,49
89576,51
89577,22
89578,35
89579,52
89580,37
89581,51
89582,23
89583,39
89584,35
89585,33
89586,46
89587,50
89588,40
89589,41
89590,53
89591,49
89592,53
89593,71
89594,80
89595,30
89596,87
89597,49
89598,65
89599,89
89600,27
89601,45
89602,56
89603,54
89604,38
89605,41
89606,46
89607,60
89608,0
89609,23
89610,52
89611,40
89612,30
89613,53
89614,36
89615,37
89616,28
89617,50
89618,30
89619,36
89620,39
89621,53
89622,47
89623,72
89624,20
89625,30
89626,48
89627,27
89628,59
89629,47
89630,43
89631,45
89632,60
89633,30
89634,58
89635,44
89636,43
89637,23
89638,54
89639,43
89640,66
89641,52
89642,56
89643,51
89644,53
89645,40
89646,49
89647,47
89648,43
89649,33
89650,38
89651,42
89652,38
89653,49
89654,48
89655,32
89656,73
89657,34
89658,56
89659,58
89660,28
89661,54
89662,28
89663,41
89664,57
89665,43
89666,36
89667,34
89668,47
89669,66
89670,78
89671,69
89672,28
89673,53
89674,26
89675,45
89676,72
89677,67
89678,69
89679,48
89680,29
89681,72
89682,30
89683,36
89684,40
89685,28
89686,39
89687,59
89688,41
89689,52
89690,29
89691,42
89692,69
89693,38
89694,23
89695,55
89696,50
89697,52
89698,47
89699,43
89700,47
89701,62
89702,72
89703,40
89704,31
89705,55
89706,49
89707,60
89708,34
89709,49
89710,34
89711,34
89712,43
89713,23
89714,68
89715,22
89716,30
89717,69
89718,20
89719,37
89720,43
89721,67
89722,47
89723,54
89724,31
89725,31
89726,65
89727,39
89728,59
89729,46
89730,29
89731,69
89732,61
89733,37
89734,34
89735,40
89736,33
89737,51
89738,32
89739,25
89740,25
89741,35
89742,29
89743,41
89744,38
89745,48
89746,50
89747,61
89748,36
89749,24
89750,47
89751,54
89752,42
89753,30
89754,47
89755,67
89756,28
89757,48
89758,23
89759,41
89760,58
89761,41
89762,50
89763,23
89764,26
89765,59
89766,33
89767,46
89768,27
89769,75
89770,35
89771,73
89772,40
89773,31
89774,74
89775,59
89776,29
89777,37
89778,54
89779,69
89780,46
89781,40
89782,39
89783,45
89784,41
89785,1
89786,31
89787,69
89788,35
89789,32
89790,58
89791,38
89792,46
89793,63
89794,86
89795,73
89796,40
89797,66
89798,40
89799,24
89800,43
89801,35
89802,51
89803,75
89804,27
89805,31
89806,48
89807,53
89808,37
89809,69
89810,33
89811,49
89812,23
89813,25
89814,33
89815,26
89816,56
89817,57
89818,1
89819,60
89820,51
89821,31
89822,50
89823,68
89824,46
89825,33
89826,32
89827,22
89828,41
89829,40
89830,82
89831,40
89832,25
89833,29
89834,26
89835,19
89836,70
89837,25
89838,23
89839,44
89840,59
89841,48
89842,24
89843,68
89844,58
89845,29
89846,43
89847,46
89848,27
89849,48
89850,40
89851,43
89852,25
89853,43
89854,30
89855,54
89856,21
89857,63
89858,36
89859,48
89860,43
89861,54
89862,58
89863,48
89864,38
89865,38
89866,44
89867,46
89868,27
89869,41
89870,58
89871,64
89872,33
89873,45
89874,58
89875,31
89876,56
89877,75
89878,55
89879,21
89880,45
89881,44
89882,31
89883,47
89884,58
89885,56
89886,24
89887,44
89888,65
89889,34
89890,39
89891,38
89892,33
89893,19
89894,27
89895,32
89896,45
89897,65
89898,42
89899,73
89900,33
89901,33
89902,45
89903,55
89904,40
89905,70
89906,27
89907,55
89908,41
89909,70
89910,49
89911,78
89912,56
89913,37
89914,57
89915,37
89916,68
89917,69
89918,62
89919,53
89920,73
89921,65
89922,34
89923,26
89924,42
89925,47
89926,32
89927,24
89928,35
89929,20
89930,41
89931,43
89932,57
89933,32
89934,87
89935,57
89936,87
89937,63
89938,48
89939,30
89940,41
89941,58
89942,40
89943,44
89944,31
89945,43
89946,34
89947,56
89948,30
89949,39
89950,51
89951,49
89952,57
89953,9
89954,66
89955,35
89956,58
89957,49
89958,22
89959,38
89960,2
89961,52
89962,52
89963,42
89964,25
89965,33
89966,36
89967,40
89968,48
89969,34
89970,48
89971,89
89972,31
89973,58
89974,54
89975,31
89976,27
89977,40
89978,72
89979,50
89980,55
89981,25
89982,43
89983,27
89984,45
89985,32
89986,53
89987,40
89988,56
89989,40
89990,42
89991,46
89992,29
89993,66
89994,48
89995,43
89996,26
89997,43
89998,32
89999,58
90000,77
90001,31
90002,22
90003,29
90004,25
90005,52
90006,52
90007,67
90008,31
90009,42
90010,62
90011,59
90012,57
90013,60
90014,61
90015,55
90016,31
90017,29
90018,29
90019,46
90020,66
90021,56
90022,29
90023,46
90024,23
90025,23
90026,65
90027,57
90028,18
90029,26
90030,25
90031,36
90032,75
90033,62
90034,54
90035,56
90036,59
90037,33
90038,55
90039,33
90040,58
90041,43
90042,53
90043,69
90044,73
90045,54
90046,60
90047,48
90048,35
90049,42
90050,33
90051,45
90052,45
90053,56
90054,62
90055,53
90056,25
90057,60
90058,32
90059,55
90060,52
90061,57
90062,57
90063,40
90064,45
90065,28
90066,29
90067,54
90068,33
90069,41
90070,7
90071,69
90072,47
90073,29
90074,23
90075,53
90076,42
90077,57
90078,65
90079,28
90080,62
90081,58
90082,52
90083,85
90084,59
90085,41
90086,43
90087,66
90088,55
90089,87
90090,51
90091,33
90092,45
90093,41
90094,77
90095,56
90096,45
90097,73
90098,51
90099,81
90100,77
90101,33
90102,20
90103,30
90104,24
90105,76
90106,66
90107,25
90108,34
90109,50
90110,43
90111,52
90112,29
90113,42
90114,61
90115,33
90116,9
90117,31
90118,32
90119,41
90120,48
90121,26
90122,49
90123,42
90124,64
90125,49
90126,34
90127,41
90128,53
90129,33
90130,53
90131,55
90132,39
90133,58
90134,36
90135,69
90136,28
90137,39
90138,39
90139,34
90140,42
90141,33
90142,46
90143,12
90144,8
90145,30
90146,45
90147,36
90148,60
90149,51
90150,38
90151,39
90152,52
90153,70
90154,41
90155,53
90156,24
90157,34
90158,39
90159,64
90160,43
90161,35
90162,51
90163,32
90164,9
90165,43
90166,79
90167,26
90168,67
90169,43
90170,46
90171,61
90172,42
90173,52
90174,27
90175,54
90176,70
90177,49
90178,27
90179,39
90180,47
90181,33
90182,47
90183,51
90184,53
90185,46
90186,37
90187,55
90188,33
90189,43
90190,62
90191,29
90192,61
90193,53
90194,43
90195,31
90196,53
90197,46
90198,17
90199,47
90200,73
90201,32
90202,31
90203,56
90204,54
90205,52
90206,63
90207,77
90208,41
90209,61
90210,45
90211,48
90212,47
90213,61
90214,67
90215,28
90216,74
90217,35
90218,29
90219,26
90220,35
90221,61
90222,42
90223,30
90224,51
90225,69
90226,66
90227,23
90228,47
90229,61
90230,47
90231,48
90232,45
90233,29
90234,35
90235,38
90236,32
90237,86
90238,45
90239,18
90240,24
90241,79
90242,52
90243,56
90244,35
90245,31
90246,73
90247,39
90248,62
90249,48
90250,27
90251,40
90252,13
90253,28
90254,52
90255,46
90256,35
90257,75
90258,39
90259,65
90260,77
90261,52
90262,87
90263,33
90264,31
90265,58
90266,53
90267,23
90268,68
90269,29
90270,65
90271,43
90272,26
90273,44
90274,33
90275,31
90276,81
90277,18
90278,62
90279,57
90280,49
90281,44
90282,46
90283,59
90284,40
90285,70
90286,49
90287,40
90288,36
90289,53
90290,67
90291,32
90292,41
90293,24
90294,63
90295,54
90296,58
90297,29
90298,68
90299,34
90300,44
90301,28
90302,27
90303,41
90304,52
90305,61
90306,24
90307,33
90308,51
90309,46
90310,42
90311,48
90312,60
90313,77
90314,53
90315,66
90316,60
90317,64
90318,60
90319,34
90320,33
90321,37
90322,29
90323,59
90324,51
90325,73
90326,34
90327,26
90328,44
90329,40
90330,43
90331,26
90332,32
90333,46
90334,60
90335,42
90336,65
90337,44
90338,55
90339,43
90340,22
90341,54
90342,47
90343,46
90344,59
90345,43
90346,31
90347,50
90348,43
90349,64
90350,48
90351,56
90352,46
90353,64
90354,57
90355,46
90356,30
90357,42
90358,42
90359,76
90360,26
90361,49
90362,80
90363,51
90364,56
90365,58
90366,70
90367,69
90368,52
90369,28
90370,43
90371,46
90372,50
90373,19
90374,40
90375,43
90376,44
90377,51
90378,47
90379,36
90380,57
90381,57
90382,43
90383,39
90384,55
90385,22
90386,34
90387,41
90388,57
90389,46
90390,58
90391,27
90392,43
90393,86
90394,29
90395,49
90396,64
90397,52
90398,46
90399,30
90400,37
90401,31
90402,50
